question,document
Can I use DLT to load data into ClickHouse or StarRocks right now?,cd19f122f3
Has anyone built connectors for ClickHouse or StarRocks in DLT yet?,cd19f122f3
"Is there any plan to add ClickHouse and StarRocks support to DLT, or would that need community help?",cd19f122f3
"Why doesn't DLT have ClickHouse or StarRocks connectors, and can the community contribute them?",cd19f122f3
"Why am I getting a 401 Unauthorized when the notebook tries to call the Notion search endpoint, and how do I fix the access issue?",0dfba07ace
"My notebook says it has no secret access for Notion API requests — is this usually a bad token, wrong permissions, or something else?",0dfba07ace
What should I check first if the Notion API returns an authorization error in the data ingestion workshop notebook?,0dfba07ace
"Could this 401 error from api.notion.com mean my integration token expired, or do I need to change the endpoint/config too?",0dfba07ace
I’m seeing an unauthorized response from Notion in the notebook. What are the common reasons for this and how can I make it work again?,0dfba07ace
"Why does pip keep giving me requests 2.28 when lancedb needs 2.32, and how can I force the newer one?",4b30b918bc
What’s the exact pip command to install requests straight from the GitHub release zip instead of the older version?,4b30b918bc
I’m getting a 401 Client Error during setup — does that mean my key is wrong or I need to enable access?,4b30b918bc
How do I fix the requests version mismatch without waiting for the normal package index to update?,4b30b918bc
"Can I install requests v2.32.3 directly from source for this workshop, and what command should I use?",4b30b918bc
Why am I getting 401 Unauthorized with my EU Logfire token even though it should be valid?,46efd1088d
Does Logfire need a manual EU base URL when I use an EU write token?,46efd1088d
Could my .env file be ignored if I already have LOGFIRE_TOKEN set in the shell?,46efd1088d
Should I be using LOGFIRE_WRITE_TOKEN or LOGFIRE_READ_TOKEN for logfire.configure()?,46efd1088d
What should I check first if Logfire seems to load the wrong token and fails with 401?,46efd1088d
Can I put two different JSONL folders into one dlt pipeline and load them together?,671f72f4c4
How do I set up separate filesystem sources for Claude logs and Codex logs in the same pipeline?,671f72f4c4
"If the JSONL files come from multiple directories, can they still go into one table in dlt?",671f72f4c4
What should I change in the workshop example if my log paths are different from the ones shown?,671f72f4c4
Does dlt handle schema changes when I append JSONL data from multiple agent log directories?,671f72f4c4
"In the dashboard deploy example, why does `dlt.attach(""agent_traces"", destination=""playground"", dataset_name=""agent_logs"")` not work for my REST API pipeline?",c306f20bf3
What should I change in `dlt.attach()` if my deployed pipeline writes to a different dataset name than the one shown in the lesson?,c306f20bf3
How can I check the correct dataset name for my `rest_api_pipeline.py` before connecting the dashboard?,c306f20bf3
"Is `agent_logs` the right dataset name for the REST API pipeline, or was that copied from the filesystem example?",c306f20bf3
What exact `dataset_name` value should I use in the attach call so the dashboard points to the data my pipeline produced?,c306f20bf3
How do I switch `homework/agent.py` from OpenAI to Gemini in the dlt workshop?,dd53e420ef
What exactly should I change in the PydanticAI model string to use Google Gemini instead of `openai:`?,dd53e420ef
"Do I need to modify `SearchDeps`, the instructions, or the `@faq_agent.tool` part when moving to Gemini?",dd53e420ef
Which env var should I add for the Gemini API key in `.env`?,dd53e420ef
Can I just replace the model with `google:gemini-3.1-flash-lite` and keep the rest of `agent.py` the same?,dd53e420ef
Why am I getting fewer spans or tokens than expected after running the dlt workshop pipeline?,8ede00dc4c
"Do I need to wait before querying Logfire, or can I run the ingestion pipeline right after the agent finishes?",8ede00dc4c
How can I make sure Logfire has finished exporting the full trace before dlt loads it?,8ede00dc4c
What should I do if the Query API only gives me part of a trace and my token count looks too low?,8ede00dc4c
"For the workshop question about tokens, should I compare the model-call spans to the top-level agent span, and why shouldn't I assume a fixed span count?",8ede00dc4c
"Why am I getting DuckDB's ""Ambiguous reference to catalog or schema"" error in my dlt pipeline, and what naming setup causes it?",8ca99429d0
What should I change in my dlt config if the pipeline name and dataset name are the same in DuckDB?,8ca99429d0
Can I fix the DuckDB schema/catalog confusion by using a different .duckdb filename instead of renaming everything?,8ca99429d0
How do I make dlt use an existing DuckDB database file so it doesn't create a new empty one by mistake?,8ca99429d0
"What's the safest way to name the pipeline, dataset, and DuckDB file so this error doesn't happen again?",8ca99429d0
Where can I find the latest dlt workshop instructions and the video link?,e00ceb24be
Is there a specific folder for the current open-source data ingestion workshop materials?,e00ceb24be
Where are the up-to-date dlt workshop files located in the repo?,e00ceb24be
How do I access the current workshop resources and recording for the dlt session?,e00ceb24be
Which directory should I open to get the dlt workshop guide and video?,e00ceb24be
How can I switch the dlt workshop agent from OpenAI to Groq without changing the tools or deps code?,54b98d3581
What do I need to put in `homework/agent.py` if I want PydanticAI to use a Groq model instead of an OpenAI provider?,54b98d3581
"Do I still need an OpenAI key for the workshop if I run the agent through Groq, and what env var should I set instead?",54b98d3581
"Which model string should I use with Groq in the dlt workshop, and are there any old model IDs I should avoid copying?",54b98d3581
"In the FAQ agent setup, which parts stay the same when moving from `openai:` to `groq:`?",54b98d3581
