question,answer_llm,answer_orig,document
"Roughly how expensive is it to use the OpenAI API during the course, and what starting credit do people usually add?",Using the OpenAI API during the course should cost very little — usually just fractions of a cent to start. People typically add a starting credit of **$5**.,"Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
Do I need to subscribe to the OpenAI API to finish the homework in this course?,"No. You don’t need to subscribe and pay for the OpenAI API to complete the homework.

You can use free or low-cost alternatives, or even a local model, and the course is not tied to OpenAI.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Will I have to pay for OpenAI access for the assignments in module 1?,"No, you don’t have to pay for OpenAI access to complete the Module 1 assignments. You can use free or low-cost alternatives from the course repo instead.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Are there free or cheaper options I can use instead of the OpenAI API for this course?,"Yes. You don’t have to pay for the OpenAI API to complete the course homework.

You can use free or low-cost alternatives from the course repo, including:

- Hosted OpenAI-compatible providers like Groq, OpenRouter, DeepSeek, Gemini, Z.ai, and Mistral
- Open models via Hugging Face, such as Qwen or Llama
- Local serving tools like Ollama, vLLM, or LM Studio
- Your own GPU server if needed

The course is not tied to OpenAI, so any provider with an OpenAI-compatible endpoint, or a locally served model, should work.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Can I complete the course without paying for OpenAI services?,"Yes. You do **not** have to pay for OpenAI services to complete the course homework. You can use free or low-cost alternatives listed in the course repo, or even use another LLM provider or a locally served model instead.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Where can I find alternatives to the OpenAI API for the LLM Zoomcamp?,"You can find them in the course GitHub repo, under the **OpenAI API alternatives** list:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives

","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Why does the course recommend using uv instead of pip and virtualenv?,"The course recommends `uv` because it’s **fast and convenient**. It’s an all-in-one tool that can replace `pip` and `virtualenv` along with several other Python tools, so you don’t have to juggle multiple commands. It also supports **reproducible lockfiles** and makes managing Python versions, virtual environments, and dependencies simpler.

You **don’t have to use it**—`pip` and `virtualenv` still work fine—but `uv` makes the setup quicker and easier, which is why the lessons use it.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
What makes uv better or easier than the usual Python setup tools?,"`uv` is better mainly because it’s **faster and more convenient** than the usual Python setup.

From the context, it’s an **all-in-one tool** that can replace several separate tools:

- `pip`
- `virtualenv`
- `pip-tools`
- `pipx`
- `poetry`
- `pyenv`
- `twine`

So instead of juggling multiple commands and tools, you can manage:

- Python versions
- virtual environments
- dependencies
- reproducible lockfiles

all through one fast command.

You **don’t have to use it** — `pip` and `virtualenv` still work — but `uv` makes setup **simpler and quicker**, which is why the course uses it.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"Do I have to use uv in this course, or can I still use pip and virtualenv?","No — you’re not required to use `uv`. You can still use `pip` and `virtualenv`; they work fine.

The course uses `uv` because it’s faster and more convenient, but it’s optional.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"What does uv replace in a Python workflow, and why is that useful?","`uv` replaces a bunch of separate Python workflow tools: `pip`, `virtualenv`, `pip-tools`, `pipx`, `poetry`, `pyenv`, and `twine`.

That’s useful because instead of juggling multiple commands and tools, you can manage Python versions, virtual environments, and dependencies in one fast tool with reproducible lockfiles.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Why is uv used in the lessons for managing environments and dependencies?,"The lessons use **uv** because it’s **fast and convenient**. It lets you manage:

- Python versions
- virtual environments
- dependencies
- reproducible lockfiles

all with one tool, instead of juggling multiple ones like `pip`, `virtualenv`, `pip-tools`, `pipx`, `poetry`, `pyenv`, and `twine`.

You **don’t have to use it** — `pip` and `virtualenv` still work — but `uv` makes setup simpler and faster, which is why it’s used in the course.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"Why does my Jupyter notebook keep saying OPENAI_API_KEY is missing, even though I put it in a .env file?","Make sure you’ve installed and used `python-dotenv`, then load the `.env` file in your notebook before creating the OpenAI client:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
"Do I need python-dotenv for the API key to show up in notebooks, or is there another way?","Yes — for notebooks, the documented way is to use `python-dotenv` and call `load_dotenv()` before creating the client.

Example:

```python
from dotenv import load_dotenv
load_dotenv()
```

Also make sure your `.env` file contains `OPENAI_API_KEY` exactly.

I don’t know of another way from the provided context.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Where should I load the .env file before creating the OpenAI client in Jupyter?,"Load the `.env` file in the notebook **before creating the OpenAI client**:

```python
from dotenv import load_dotenv

load_dotenv()
```

So the order should be:
1. `pip install python-dotenv` if needed
2. `from dotenv import load_dotenv`
3. `load_dotenv()`
4. create the OpenAI client

","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What’s the correct environment variable name for the OpenAI key in the .env file?,`OPENAI_API_KEY`,"Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
"I already set the key, but the notebook still can’t see it — what am I missing?",I don't know.,"Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How do I keep my API keys out of GitHub when working with this project?,"Keep your API keys in a local `.env` file, not in GitHub.

What to do:
- Add `.env` to `.gitignore`
- Create a `.env.example` file with only the variable names, no secret values
- Have each user create their own `.env` locally
- Load the values in code with `python-dotenv`

Example:

```gitignore
.env
```

```bash
# .env.example
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

```python
from dotenv import load_dotenv
import os

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
```

So: never commit API keys or hosted-service credentials to the repo. Reviewers should use their own credentials.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What's the easiest way to load keys from a .env file in Python?,"Use `python-dotenv`:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```

Then read values with:

```python
import os
openai_api_key = os.getenv(""OPENAI_API_KEY"")
```","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
Do I need to install anything extra to read environment variables from .env?,"Yes — if needed, install `python-dotenv`:

```bash
pip install python-dotenv
```

Then you can load variables from `.env` with:

```python
from dotenv import load_dotenv
load_dotenv()
```","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"Can I store OpenAI, Groq, and Gemini keys in the same .env file?","Yes. You can store `OPENAI_API_KEY`, `GROQ_API_KEY`, and `GEMINI_API_KEY` in the same `.env` file.

Example:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Then load them in Python with `python-dotenv`:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
gemini_api_key = os.getenv(""GEMINI_API_KEY"")
```

Also make sure `.env` is in your `.gitignore` so the keys are not committed.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What code should I use to read an API key from .env after loading it?,"Use this code after loading the `.env` file:

```python
import os
from dotenv import load_dotenv

load_dotenv()

api_key = os.getenv(""OPENAI_API_KEY"")
```

If you mean a different key, replace `OPENAI_API_KEY` with the corresponding variable name, like `GROQ_API_KEY` or `GOOGLE_API_KEY`.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
Can I do the homework with a different LLM provider instead of the one suggested?,"Yes. The recommended model/provider is not mandatory — you can use a different LLM provider, including OpenAI-compatible options like Groq, OpenRouter, Gemini, Azure OpenAI, local models, or others. You may need to adapt the code for response formats, tool schemas, and tokenization.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Is it okay to use Gemini, Groq, OpenRouter, Azure OpenAI, or even a local model for the assignment?","Yes — that’s okay. The course allows using Gemini, Groq, OpenRouter, Azure OpenAI, or even a local model. The recommended model/provider is not mandatory.

You may need to adjust the code a bit because different providers can have different response formats, tool schemas, and tokenizers.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Do I have to pay for a model API to finish the homework, or can I avoid a paid service?","No — you don’t have to pay for a model API to finish the homework. The course is designed so you can use free or low-cost alternatives, including local models or other providers.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Will I need to change the code if I switch to another provider for the RAG homework?,"Yes, probably.

If you switch to another provider for the RAG homework, you may need to adapt the code because providers can differ in:

- response formats
- tool schemas
- tokenizers

The course code is not tied to OpenAI, and you can use another provider, but some code changes may be needed depending on which one you choose.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Where can I find a list of OpenAI API alternatives recommended for the course?,You can find the list in the course GitHub repo here: [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).,"Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
What do I need to set up before I can call Gemini from the Module 1 RAG notebook using the OpenAI-style API?,"You need three things set up before calling Gemini from the Module 1 RAG notebook with the OpenAI-style API:

1. A Gemini API key in your `.env` file, for example `GEMINI_API_KEY`
2. An OpenAI client configured with Google’s OpenAI-compatible base URL:
   `https://generativelanguage.googleapis.com/v1beta/openai/`
3. The Gemini model name in your request, such as `gemini-3.1-flash-lite`

Also, since this uses the older chat-completions style, you may need to adjust notebook code where it reads model output or handles tools/function calls.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
How do I point an OpenAI client to Google’s Gemini endpoint and pass my API key from a .env file?,"Use the OpenAI client with Google’s OpenAI-compatible base URL and load the key from your `.env` file like this:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)
```

Then call Gemini by model name, for example:

```python
response = client.chat.completions.create(
    model=""gemini-3.1-flash-lite"",
    messages=[
        {""role"": ""developer"", ""content"": ""You are a helpful assistant.""},
        {""role"": ""user"", ""content"": ""Hello!""}
    ]
)
```

Make sure your `.env` contains:

```dotenv
GEMINI_API_KEY=your-api-key-here
```

And load it with `python-dotenv` using `load_dotenv()`.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
What’s the right way to write the helper function for chatting with a Gemini model in the notebook?,"Use the OpenAI-compatible client with Google’s Gemini base URL, then define `llm` like this:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This is the right helper for the notebook when using the older chat-completions style with Gemini.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Which Gemini model name should I put in the request when using the OpenAI-compatible endpoint?,"Use the Gemini model name in the `model` parameter, for example:

```python
model=""gemini-3.1-flash-lite""
```

The context also shows `gemini-3.5-flash` as another valid example. If a model gives a 404, you should replace it with one that’s currently available to your account.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Why do the course notebook examples need changes when I use Gemini instead of the newer Responses API?,"Because Gemini in the course examples is being used through the **OpenAI-compatible chat completions endpoint**, not through OpenAI’s newer **Responses API**.

That means two important differences:

- **Response reading changes**  
  The Responses API uses things like `response.output`, but Gemini via the compatible endpoint returns content like:
  ```python
  response.choices[0].message.content
  ```

- **Tool/function-call handling may differ**  
  The newer Responses API is OpenAI-specific, so if the notebook example was written for it, tool schemas and function-call parsing may need adjustment when using Gemini.

So the notebook examples need changes because **Gemini is not using the same response format as the newer Responses API**.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
How do I get Pydantic structured output from Gemini if `responses.parse` isn’t available on the OpenAI-compatible endpoint?,"Use the OpenAI SDK’s **chat completions parsing flow** instead of the newer Responses API.

With Gemini on the OpenAI-compatible endpoint, define a Pydantic model and call `client.chat.completions.parse(...)` with `response_format` set to that model:

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

This gives you a parsed Pydantic object directly, without manual JSON parsing.","To get parsed structured output, use the OpenAI SDK's chat-completions parsing flow instead of the newer Responses API. This is the right choice when you want to stay on the OpenAI SDK but call a chat-completions-compatible model like Gemini through the OpenAI-compatible endpoint.

First, define the structure you want Gemini to return as a Pydantic model:

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

Then call `chat.completions.parse` with `response_format=Questions`. Pass the same kind of `messages` you would to any chat completion:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

Notes:
- This approach keeps using the OpenAI SDK while leveraging Gemini through Google's endpoint.
- The parsed output (e.g., `result.questions`) is a Pydantic object available directly, with no manual JSON parsing.
- `chat.completions.parse` requires `pydantic` (`uv add pydantic`).",341f71f28c
What’s the right OpenAI SDK method to use with Gemini chat completions when I want parsed objects back?,"Use **`client.chat.completions.parse(...)`** with `response_format=...`.

That’s the OpenAI SDK method from the context for getting parsed Pydantic objects back when using Gemini through the OpenAI-compatible chat completions endpoint.

Example:
```python
response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
```

So: **`chat.completions.parse`**, not the newer Responses API.","To get parsed structured output, use the OpenAI SDK's chat-completions parsing flow instead of the newer Responses API. This is the right choice when you want to stay on the OpenAI SDK but call a chat-completions-compatible model like Gemini through the OpenAI-compatible endpoint.

First, define the structure you want Gemini to return as a Pydantic model:

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

Then call `chat.completions.parse` with `response_format=Questions`. Pass the same kind of `messages` you would to any chat completion:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

Notes:
- This approach keeps using the OpenAI SDK while leveraging Gemini through Google's endpoint.
- The parsed output (e.g., `result.questions`) is a Pydantic object available directly, with no manual JSON parsing.
- `chat.completions.parse` requires `pydantic` (`uv add pydantic`).",341f71f28c
